cid_model,pid_model
111016,1414
5425,2454
28229,222
135534,13473
43621,8848
115872,8178
12061,7499
128041,15745
5427,9688
173747,87
82408,18006
63684,3087
102228,5500
125625,14514
158490,5285
146575,730
15880,15472
147893,17321
164084,2901
32890,5000
179940,5195
6606,14857
82408,10612
16896,5696
164353,11340
128041,2810
4606,47
146058,264
127685,4350
92860,8116
74779,34
4387,12316
29458,10561
151008,5057
37411,15784
69552,12240
141042,959
47250,1609
31718,17779
58259,14435
21004,15016
179940,9686
20033,14514
120851,822
55003,778
60840,12362
146163,2679
24340,14907
9300,14863
10490,16699
97771,1696
131279,3999
51159,5217
130461,17262
68527,2702
96032,14025
65424,4257
92860,11971
124784,2540
4387,7470
19589,1231
4822,6381
37411,17686
53584,7043
143122,24
160027,12562
140540,14120
115988,14992
113974,3080
128164,5768
179600,17962
27376,10985
19436,11632
54802,17107
23969,15799
24340,1077
127422,10797
55003,7360
173752,7992
167015,796
19589,7446
44355,18150
123369,1775
19589,9033
48235,7374
178121,11394
165885,5864
143122,2418
104346,6815
103240,16188
23969,14174
106681,8390
92860,3407
181989,3971
145654,1504
123369,2187
71668,8091
16057,13890
166151,7909
124784,4206
118044,7896
120935,6928
51159,16493
181989,18238
132740,14458
118667,11485
134579,13376
92217,1794
76594,4627
116287,7494
168538,589
90456,342
101402,3265
58259,4557
60840,14063
81597,3264
92860,2197
32890,4255
70330,4616
104346,11602
123369,1527
165885,13484
151008,8104
73011,17008
74779,17043
4606,17149
91173,14706
56121,7332
74153,13823
27376,3734
167015,9500
56963,5378
31493,12256
141042,9791
119522,8870
72731,18217
18087,6175
37661,679
178121,8788
25558,3302
7108,5586
27963,10204
111931,11015
151325,10144
160027,16
4606,11600
7845,11313
92217,17357
147969,8827
147815,5615
128864,16612
128864,9592
31493,14795
58447,14918
128864,16513
4417,9344
131279,880
61239,1740
151268,17712
116391,15361
26085,17426
116391,7471
164036,7653
23969,830
23969,7724
66704,13466
117799,9578
165885,264
169581,16215
42865,15058
53584,13363
108028,15735
6606,11068
886,9202
82408,820
57893,3728
79963,16207
169581,3103
78862,15862
139582,16716
133163,4311
56449,10204
96032,11773
62482,9571
79918,10232
26085,16513
179940,5497
51159,5980
165885,2946
31493,13483
37661,6472
7845,5571
74779,7505
142682,1628
82408,4578
92217,2036
156097,17838
79963,14937
80233,17185
74153,9946
137311,12205
111016,7985
131279,154
19436,17521
7108,1600
120404,7706
59499,17728
144707,151
117392,10964
104346,14939
91059,10904
886,10954
173747,7692
58259,18161
127422,13935
146163,16795
9300,9766
156097,1094
4606,17896
150372,9961
6511,8181
17302,13925
134046,424
173752,11405
176251,2867
173752,902
178121,1248
176054,9318
32723,11586
72731,5057
29458,5604
51110,6690
61239,1080
88743,13570
21912,7614
126649,12653
51110,16400
80233,4938
143122,3987
17302,2015
82408,9699
89934,6988
27963,4028
18087,2742
54770,14069
108028,10379
59499,11547
52228,4140
59499,2609
164084,2537
9400,17559
120935,16397
28058,18045
176251,17764
74779,17258
12508,16581
17583,8366
79963,3074
146488,16319
80045,15339
74779,2731
9300,9555
4387,17258
10558,13668
120935,6830
127685,17838
66704,4451
151008,5303
21912,11303
102070,11368
92860,15073
180920,3305
31493,15914
150372,489
79963,16871
16896,5815
145654,17515
111016,2124
5427,12723
140540,4402
151325,13548
31493,2702
21912,2846
28229,3663
92860,1916
151325,11560
36777,7879
16896,18030
81597,9727
56121,14822
57815,4385
146488,4625
53511,10366
61583,5269
179600,10162
58447,4462
51159,10399
165979,989
53896,17197
120851,17086
80045,9034
66704,13030
85093,5134
176563,15056
121597,8946
17583,16549
57822,2186
140540,10612
131279,9293
132740,1316
5427,11895
108028,12069
18087,2474
59499,14975
120851,1929
111931,6580
65585,4355
50492,8514
182827,10589
102228,359
7108,17844
164353,825
63684,3607
160027,3395
166151,2968
74153,8540
117229,8299
77238,8297
92217,7988
177065,6907
85093,17078
125625,158
29703,17931
103112,16464
74779,9145
29703,5897
56449,154
75325,13162
4822,7980
90456,6346
169321,3238
136269,10027
32662,8430
179567,16880
56416,4111
6952,8049
150372,650
113974,10532
9995,6620
54802,10855
38336,13523
82408,12555
73011,13467
23127,904
32662,8988
11931,13456
27963,12914
21004,756
66800,6976
9995,9822
178121,5134
118203,7379
17583,10789
153625,4683
37709,15757
139582,5167
128864,6845
52228,6728
75889,13111
50492,15743
180767,4131
11931,14865
135534,17287
27963,16427
50492,7122
17315,12414
18087,13695
6606,92
121711,9510
74355,10635
173920,5261
160027,5215
167015,5356
9995,16632
117392,11307
47250,1857
8970,6556
9449,1737
15880,1083
104856,12843
126649,646
91173,14430
17583,1928
177065,13929
167015,1163
28058,15169
27963,16189
57893,6079
19436,4708
121711,11213
18101,2254
118667,3364
91059,11098
32723,206
53584,11721
74355,760
26808,13035
10558,18076
128041,8651
32890,1425
120851,3541
130461,4965
58447,6256
8970,1316
56121,5230
16057,12513
68527,4417
146488,15663
134046,15607
133163,13330
111016,9649
146575,9625
127422,2685
173752,2610
53584,2458
60840,510
75325,11273
164353,13410
174805,94
7845,7896
116391,12974
124784,56
56963,2909
61325,5512
125625,5979
15880,16207
61583,14541
173752,9579
139785,13011
76594,16807
116287,3849
144825,8136
82408,15998
168538,6979
51159,3885
116287,11609
32662,1079
88743,7444
20033,4722
161127,12719
167015,15359
145654,1365
57815,10289
154485,4356
123369,15923
170564,4283
91173,11616
164680,3793
97771,9753
108028,16564
159403,15537
118203,14061
43143,6780
153625,6803
116391,15481
119522,4691
17315,153
7108,2177
28229,6360
27963,4925
145654,14343
164680,15638
74779,12292
135479,18098
115988,13845
174805,286
117026,8469
179567,1131
94897,17798
1083,11932
48235,14078
66800,3947
37709,5793
9995,4278
886,17160
53584,16747
6606,8019
61583,4556
12061,11768
53896,16190
68527,3332
111931,7637
85093,8408
134046,517
147893,17931
169581,6687
146488,16998
173996,1605
111016,13506
116287,515
106501,18078
38336,5787
132740,13696
127865,2979
130461,14276
131279,2639
48235,16112
119522,10396
52695,15028
81597,7214
32890,202
180920,10025
76594,13167
54802,11175
115988,5497
27376,82
159403,7919
118203,17174
144707,17812
42369,14096
9400,2202
164680,3058
78862,5488
51159,16921
7108,4703
57893,10496
117229,17598
60295,11542
132740,3442
176563,4951
57822,13960
15007,3437
32896,6587
57815,4062
94897,8045
88743,8423
116168,34
103112,8319
144707,2928
80233,10799
118044,8498
159403,6494
79918,11341
132740,6313
111016,5746
10558,5143
133163,10845
78862,12872
4417,15524
116287,7455
17583,10194
37661,17377
57893,7767
26085,6263
74153,1989
77238,5573
23969,277
65585,5595
6952,2230
165885,18290
43143,5053
32662,6405
56416,3064
139785,12834
151268,4174
142682,1195
156097,5972
56449,1530
31718,14854
126649,16937
174610,9019
28058,16789
54802,852
61180,15649
9400,5469
91059,12160
6606,2736
886,1093
117799,4234
176563,15559
165885,16071
55003,14120
43621,15762
38336,11784
116287,9802
61325,14947
135534,12703
146575,15834
66800,14941
53896,16827
19589,5747
105545,2947
158503,3152
74153,14367
63684,8036
108028,2911
44355,1948
106501,7705
37661,6864
16896,7582
182827,16349
178121,2217
47250,558
104346,3725
4387,3737
160027,3392
9449,5903
156643,7088
121711,7514
9449,16471
140540,6981
103112,14729
70330,11344
51159,10443
131279,15657
29458,17636
26808,17798
51110,3406
85093,11387
173752,6197
32890,11141
180767,12510
156097,792
31718,4115
44355,16535
97771,1064
147969,17634
16896,1639
69552,13968
173996,17512
74779,8579
73011,10285
26808,12244
91059,13169
169866,7407
5427,14090
152780,2024
111016,6708
36777,18055
103112,4348
169321,395
103240,6469
23969,6990
117229,16739
173747,15557
79918,3496
48235,8492
38782,13550
118667,18244
85089,12785
135479,2824
111016,10945
145654,3188
56416,6223
159403,2962
61180,9884
58259,659
168763,341
12061,16006
79918,17873
127422,15933
169866,16065
128041,2979
56121,4940
63684,4294
60840,3508
102228,14627
85093,7445
143122,4614
79918,16618
103240,14461
64576,1956
66704,11480
80233,12693
74355,6690
75889,11868
17583,3407
161127,10668
61325,11017
42865,120
158490,7382
620,6746
32896,911
59499,7732
75325,2583
173747,1118
52695,4458
75325,2185
61583,10
117799,16355
118203,12905
102228,15431
113974,17201
856,6242
6606,4831
127422,16351
44355,5313
173752,4216
77238,5535
17583,8650
27376,5912
116287,10363
120851,9927
38336,4614
139582,10142
32896,12927
9995,10224
54770,3958
62970,16761
165885,11656
146163,5312
21004,15806
144825,2373
169866,567
4606,5426
4417,6781
4606,10034
88743,7044
56963,14517
44355,11769
85093,16641
71668,7441
53584,8125
181989,15669
4606,17721
147815,16942
180767,15957
28058,1555
56416,8962
105545,12193
16057,10517
176251,1177
7845,7141
121597,11889
161127,2540
12061,5656
68195,15439
15007,9019
97096,14089
10558,17950
10490,8090
37411,10760
47250,10592
37661,129
19436,911
104856,11789
4387,17426
53511,6073
96032,12623
4417,10928
25558,9444
57893,10258
9400,9445
137311,7587
32896,9231
116287,9007
167414,12925
79645,17009
80045,6906
135534,8314
160027,5483
156097,3314
89934,9099
180920,3988
52228,1941
56416,1788
19589,8427
7845,6109
42865,7421
92860,9591
4387,271
146488,7783
127422,5713
120935,15619
146575,1213
147815,8387
66800,872
103112,16761
620,18049
165979,1302
80233,17451
60295,760
4417,8166
119536,3544
74153,12974
108028,8328
77238,2560
80045,7801
69552,11610
120404,1584
117026,9329
60530,4018
74779,15318
164680,16207
56416,16844
79645,15207
104856,15760
121597,17224
165979,16338
123369,12853
147969,16939
167015,505
127685,7785
19436,18302
9300,2852
6511,11367
144707,11945
70330,3651
165979,18168
79963,15823
165979,14869
146575,1095
179567,13205
167414,1220
173747,255
47250,16032
147969,12701
174610,9477
17583,2147
11931,14618
169581,18193
160027,12067
47250,14461
150372,3809
53896,11729
176251,652
79963,12523
4417,8526
5425,16297
117799,9094
16896,9831
123369,10430
151008,10496
10558,10228
52695,2094
88743,9479
52228,15160
56416,8811
57893,6626
64576,6828
94897,9619
94897,15260
23969,17021
68527,11805
61180,14132
17315,9962
164084,3693
132740,2749
75889,14495
620,12377
174610,9125
63684,6709
139582,12338
158490,955
135534,11908
29458,11863
886,11515
113974,4235
119522,14859
28229,9360
19436,6057
174805,2287
886,11988
133163,5256
71668,12458
76594,12922
52228,13724
178121,8591
164036,2619
50492,11945
75889,4155
71668,7749
27376,8576
42865,4138
117229,8033
69552,16760
54770,3012
17583,3676
29703,15166
47250,4826
17302,7640
856,9438
12061,1090
116168,594
94897,16268
88743,6516
146575,7940
174805,13375
179600,11542
74355,12026
120404,3973
31493,10406
119522,5857
88743,16814
88743,1093
37709,18027
156097,7334
97995,16592
144522,75
136269,16551
53896,7868
20033,2613
1083,634
118667,8489
136269,7276
128864,12441
58259,1774
55003,2101
173996,7796
151325,6128
164353,315
72731,2900
19589,15149
142682,8480
64576,1761
20033,2690
180767,1515
116168,11648
28058,15807
179567,14553
16057,14967
101402,437
71668,10964
145654,2051
145654,12286
17315,6361
23969,7803
128864,7620
115988,9402
17583,53
139582,1026
9300,643
121711,6210
91173,1126
37661,16995
24340,581
89934,8279
12508,6022
113974,196
165885,793
32896,9440
101402,2194
4606,2677
169866,5203
146488,14352
128864,4146
21912,16034
7108,8375
10490,451
94897,13554
91173,12262
80045,13977
20033,12876
151325,11225
66800,13499
78862,5482
20033,14020
105545,10593
31493,4121
74779,16306
12061,900
164084,5580
92860,2593
79645,6403
77238,13316
4387,8964
169581,6139
173752,6579
7845,5661
132740,15995
164680,634
77238,11068
82408,12476
91173,2953
132740,14846
169581,5132
4417,14314
12508,16580
37411,2135
54770,11183
144522,6794
165885,9282
76594,15437
177065,5164
5425,7970
139448,14918
18101,14891
57815,9673
17315,2592
18101,4006
97995,11875
104346,14576
43143,18133
103112,2742
158503,13964
38782,16871
168538,11338
9449,13119
62482,8369
26808,7042
164680,5429
58447,6414
24340,986
6606,6515
97096,5540
158490,8177
115872,2694
42369,6077
134046,1983
53511,18209
133163,5252
132740,3549
153625,2375
106681,15930
5427,13744
17315,1942
16057,11933
75325,15587
115872,17244
62482,11210
124784,11761
179600,7294
177065,16908
146058,1618
176563,5834
32896,395
174805,17965
72731,14081
105545,14873
168538,17756
146575,2836
17315,14647
146488,11890
620,1853
158503,14609
170564,7637
139582,3332
119522,5532
140540,9384
79645,16240
25558,9762
125625,10137
151008,1480
118667,13996
179940,6349
89934,17058
139582,3410
103112,13391
21912,15046
66800,2287
15880,8092
165979,12427
32662,3161
25558,6532
176251,10245
44355,18081
151268,4147
113974,13025
106681,6976
54802,14642
19589,5778
118044,15486
37661,10923
135534,2224
92217,2124
118044,4007
74153,5984
88743,12044
102070,16990
73011,14869
71668,16219
164084,3768
102070,8497
82408,13081
9300,11577
66704,16330
61239,14612
147815,12908
58259,11559
156643,7091
79645,7863
146488,13846
135479,12231
53511,2270
154485,872
60530,11024
12061,17930
4606,15074
26085,3996
48235,13900
5425,12886
32890,13543
47250,10618
152780,8957
169321,3575
182827,2152
94897,4369
115988,9685
166151,15274
116287,31
164353,7273
121597,11287
62482,831
141042,12877
176054,17486
90456,498
856,10791
182827,17979
180920,5090
92860,11718
5427,15343
102070,1860
10490,16354
16057,3607
170564,10905
166151,3653
6606,17062
66800,17437
182827,4898
142682,17462
42369,7444
19589,10258
43143,9604
121597,13977
11931,14439
856,10996
103112,14651
164353,5418
62970,13904
28229,15611
115988,16597
141042,14668
61583,7598
127422,4822
146058,6380
97096,9339
179567,8365
127685,2232
6511,12107
9995,11406
32723,3663
135534,10605
179600,7745
29458,11800
125625,17537
116168,4648
74779,14042
139785,14711
127422,3193
176563,12527
166151,1046
119522,17159
113974,11743
131279,8016
102070,8372
177065,7877
60295,7698
126095,14953
8970,15695
139785,8368
43621,1972
145654,8656
168763,14086
156643,8472
151268,15531
65585,7648
108028,15361
128864,16431
139582,10717
91059,5769
92217,2895
169866,172
117799,1244
37661,15512
168763,7308
55003,1208
62970,16434
118044,2438
143122,9940
68195,13031
113974,3468
118044,3695
118044,3860
180920,3350
161127,9536
6606,14873
6952,831
26808,5261
51110,17935
88743,3078
69552,2533
173920,14212
50492,6871
176251,12378
42865,18272
32723,689
50492,8444
9300,8879
10490,9739
156097,6669
18087,13671
180767,11385
61583,3953
9400,5264
32896,1574
180920,5585
101402,6560
81597,5403
121711,11505
89934,13450
5425,10417
18101,8139
117229,7642
174805,15281
42369,10546
856,10249
116168,3148
91173,11516
92217,1076
94897,14476
74355,15773
61325,18002
96032,3442
10490,8709
140540,9502
125625,3362
125625,4039
147969,16313
164353,5460
1083,17842
94897,1136
54770,8430
126649,14639
53896,463
121597,11740
94897,850
179567,8703
16896,13747
158490,15839
127685,8009
53584,8603
126095,15623
139582,17880
176251,3123
115988,9646
43143,17850
125625,4062
38336,15481
167414,17127
102228,14817
18087,4713
169321,8423
59499,16989
6952,10747
31493,10018
23127,16165
131279,18112
173920,1164
173747,8033
116391,13158
53896,12665
111016,1514
126095,9206
17302,12704
150372,1067
121711,9675
121711,13135
97096,10958
4606,11001
179600,17333
116287,1550
51159,16312
10558,12870
160027,3214
92217,13195
68195,14003
166151,2945
27376,10547
179600,4453
97771,6487
26085,1340
28058,9259
4387,13090
63684,11018
131279,13435
180920,12975
147893,6567
147815,3955
146058,9282
170564,9982
38782,13395
164353,12896
118203,12903
102228,1868
121597,15818
85093,16339
61239,15671
58447,7290
139448,1194
6511,10603
144825,4270
146488,13161
19589,17467
65424,2124
135534,2951
38336,4793
156643,622
136269,5479
111016,9372
146163,1032
118044,5990
61583,908
7845,12540
37709,5705
103112,1524
102228,10399
97995,16055
164036,17636
118044,18118
57822,17430
81597,8327
36777,10352
66800,12975
6606,2956
152780,11055
27963,108
79918,12622
65424,16556
117799,13476
164680,6319
167414,5151
15880,13442
75325,709
154485,14876
147815,8814
10490,7393
106501,9864
139785,8881
32662,8298
52228,5857
104856,17363
74153,14217
174610,10615
116287,16551
128041,9437
118667,4647
19436,7623
38336,12721
104856,15378
103112,779
26085,14102
61583,12035
5427,17024
6511,1059
28058,5017
164084,2096
18087,15723
145654,5733
127685,10462
66800,15806
29703,1434
75889,6166
886,18271
9449,11971
10558,6663
12508,13051
76594,4951
134046,11146
150372,6593
156097,7716
176563,16260
105545,10726
121597,1733
74355,5646
17302,7227
42369,5736
121711,17460
17315,17506
97771,8972
116168,15123
139448,3303
121597,932
179567,7084
164680,6502
56963,6513
117799,9283
66704,3596
97771,11962
134579,6225
179600,2581
125625,5380
32896,13795
130461,12486
133183,15125
90456,16820
168538,645
132740,9730
180920,10469
139785,14314
120404,9816
126649,6066
37411,17689
23969,12105
135479,5693
164680,2979
79645,5531
16896,11729
164084,9563
21912,7894
29458,4620
61325,16306
61180,3301
139448,12420
139582,14070
51159,654
53896,871
32723,3294
76594,11054
127685,5449
61180,9363
139582,3310
131279,14533
137311,15529
133183,13302
120404,13411
133183,11014
164036,8813
32890,498
51159,8719
37411,13462
106501,13837
61583,17056
120851,14778
146058,6840
5425,6220
18101,12048
80045,16061
124784,13605
66704,86
123369,2012
137311,14963
6511,9596
160027,8690
169581,6123
19436,2842
180767,7076
121597,12593
72731,791
150372,1363
12061,12917
139582,880
10490,11244
115988,8882
31718,17818
72731,7868
176251,14073
66704,9675
18101,10799
21912,11059
36777,1277
66800,4060
15007,11644
104346,705
53511,17709
5425,9980
168763,15834
113974,954
43143,12682
167015,4753
126095,10418
42369,15494
32890,601
142682,5160
29458,14591
62482,9741
50492,14184
61180,13050
134579,8373
61325,5320
106501,2520
173996,728
52228,4387
139448,13269
142682,11600
158490,17376
133183,7670
65585,12415
4387,14997
38782,9954
128164,7891
103112,16346
104856,9320
137311,9654
176563,3453
144707,1947
127422,17470
135534,15263
139785,13462
60530,15926
77238,4705
32662,9113
139785,8498
120935,9273
57815,1822
72731,8146
56963,2132
47250,16496
111016,12132
106501,1563
37709,2542
127685,6358
56416,16546
97995,9359
130461,5744
150372,12357
179567,10775
117799,4459
51159,4309
108028,3084
153625,13230
101402,4340
61325,7549
160027,14472
12508,10254
56416,3141
133163,17657
126095,12299
28058,14203
11931,8706
140540,5282
886,15032
25558,4106
99161,15233
54802,13928
125625,11073
856,2875
24340,7909
8970,4541
42369,9795
166151,9877
90456,16379
37411,9774
56416,4036
26808,11410
4387,9786
104856,3531
144522,3273
101402,3756
50492,12289
17583,1163
61180,8195
145654,12311
57815,11252
128864,2140
178121,9190
28058,16142
119522,8988
167015,6820
164680,7367
89934,3879
53584,13477
137311,12362
178121,11966
135479,14486
116391,16819
55003,14891
56121,1408
78862,3653
146163,16052
140540,12899
82408,7533
169581,9765
56416,12177
176563,14853
128041,4890
6511,14365
60530,18125
115988,12443
179567,9081
156097,15783
120935,566
117026,1992
151268,13689
91173,17495
139448,15233
62482,1181
31718,11276
164084,17686
69552,4652
168538,10380
74355,14968
132740,9489
147893,9014
61239,1974
132740,12877
85093,15987
60295,14217
56121,18063
74153,10654
118203,2194
133183,14310
23969,8495
131279,9072
6511,5145
126649,9217
29458,6662
28229,14826
80045,17479
128164,15948
97096,6082
132740,15149
103240,11592
26808,1771
137311,776
58447,11673
59499,3708
134579,17788
179600,1925
19436,12522
79963,7426
173747,17607
89934,16734
125625,8188
103240,11982
6511,6552
173996,4774
121597,17912
144522,7193
75325,10128
116168,4298
128864,6480
15880,2113
136269,2464
141303,1546
156643,3989
12061,11730
31718,357
1083,2966
103240,13499
59499,6701
61583,12125
26085,3951
57822,12228
127685,5007
7845,18219
32723,8972
165979,6940
56416,15130
16057,16566
116287,3944
26808,13751
71668,16892
181989,9246
32723,17224
174805,11177
169321,8632
50492,998
78862,9492
74355,17105
174610,8638
121597,5947
856,5193
24340,5532
161127,6777
32723,8626
91173,16111
53511,689
174610,778
139448,4384
58259,1718
57822,6732
144522,3799
61180,3526
80045,10049
118044,3335
173996,10815
20033,12162
151268,10882
179567,2085
118667,13636
147893,5792
19436,2199
142682,15520
111016,15081
53511,10100
140540,10289
886,13937
85093,18257
56121,11110
169321,13772
55003,5370
32723,3131
150372,7682
173747,1456
120851,15795
102070,6251
51110,825
123369,7612
56121,15022
101402,11131
106681,10913
17315,2097
150372,9103
73011,16224
53584,11380
158503,5261
154485,11328
146575,17083
174610,1901
42369,3696
174805,13643
177065,15908
135534,13408
886,5528
132740,3725
104856,911
60530,13436
128164,10545
113974,16465
43621,14579
856,8154
120404,8768
77238,3251
38336,6905
132740,14817
50492,11176
48235,3202
79963,17034
32890,12011
32662,7634
160027,12650
158490,12374
61239,10127
58259,10772
127685,16571
9995,16087
160027,15631
75889,1176
56121,17905
38782,17381
151325,16619
106501,17086
173752,7842
6606,16557
146163,17686
115872,17433
128864,226
120935,11207
104856,2913
72731,17254
135479,14484
26085,3083
173752,11183
167015,8779
119522,6739
75325,15090
74779,13485
70330,13846
164036,6831
17302,16681
26085,558
7108,12145
135534,2525
62970,6865
177065,2068
134579,10996
159403,5
10490,16828
173920,5846
92860,13049
141303,11694
144825,8084
60530,12548
181989,13493
620,3750
6606,14780
128864,17290
134046,5910
177065,3695
159403,11780
141042,4381
44355,5218
164084,15738
169581,9981
74153,2975
115872,12182
9300,14570
137311,13689
21004,18270
51110,10243
153625,4246
12061,13447
174610,9021
168763,14819
141042,15907
173752,14799
32662,15207
61239,3843
62482,2067
121711,11269
52228,13650
177065,17532
142682,1094
21004,4463
159403,4132
133163,4633
102228,9098
31493,9412
170564,12024
135534,5633
37661,6779
123369,17069
173752,12646
65585,1396
173920,16614
120404,9525
10558,4194
159403,6777
75325,7716
94897,5889
118044,13182
53896,10204
19436,2859
173996,14152
31718,18034
119536,10138
158490,8787
69552,1689
120404,239
115872,5415
16057,7053
79645,8926
856,10007
63684,7131
74355,2225
120851,12529
117392,7105
120935,4892
165885,9675
108028,6510
68527,16102
4417,13378
99161,13985
78862,1614
103240,17629
176251,2489
8970,13737
127865,3774
136269,6857
131279,16847
15007,1849
44355,7505
75889,8372
58259,14152
176251,2711
56963,13594
60840,1114
19589,5710
74153,8272
133163,95
135534,6062
56963,12025
99161,9047
37411,53
47250,17673
111016,8731
16896,450
101402,1262
37411,8811
9300,4549
146058,3890
26085,10802
50492,1733
61239,12904
158503,5066
61325,4659
54802,9739
31718,4194
123369,7953
147893,15520
101402,15153
51159,2845
102070,463
136269,1342
15007,12027
176563,14577
118203,13378
32662,11605
66800,13168
169321,10232
159403,1293
25558,6575
58447,9822
15007,2655
111931,3309
106501,14952
128041,15406
101402,14102
52228,3774
146163,11805
142682,3913
166151,8441
164036,3269
123369,1012
128164,11195
144522,12747
56416,7269
181989,13052
37661,4688
123369,3143
91059,6536
18087,6879
70330,6916
178121,8977
176251,7069
146488,12735
52695,13211
181989,15596
130461,3206
6606,4077
81597,7149
179600,18218
151008,9396
15880,2891
16896,6563
56449,6570
115988,16778
620,14046
164680,8768
77238,16765
79918,2577
6511,11435
181989,13176
147969,6152
66800,12435
4606,8733
117229,8047
176563,3105
117392,15843
180920,11231
128864,7874
161127,3653
36777,2473
57822,17766
132740,4469
120851,7806
116168,10849
6952,12939
57893,15667
38336,15943
25558,4518
18101,1862
57822,4569
133163,2068
120935,10772
16057,17559
17583,13810
43621,16172
69552,526
37709,2860
118203,4478
164680,9
26085,1706
167015,3596
74355,13396
99161,12059
26808,12464
180920,16355
44355,2743
85089,780
66704,7128
56963,4738
53511,6003
75325,3268
105545,13506
178121,10032
80045,8795
32896,5331
74779,14618
133163,13908
19436,3510
36777,2700
139582,10644
18101,15643
164036,5577
135534,12854
59499,13974
28229,14572
158503,6935
26808,11608
120404,8439
156097,8206
123369,9952
5427,8082
127685,2044
123369,15253
113974,4306
127422,9075
133163,5726
170564,11478
38782,1396
38782,11179
85093,8965
37411,8264
132740,4223
179940,3137
48235,4151
47250,8492
141042,7067
27963,2814
125625,16241
57822,16022
154485,13964
167015,12869
28058,4250
173996,4282
111931,7639
55003,12264
54802,5962
4606,2188
179940,14371
37411,6313
68527,16367
145654,1653
68195,2422
92217,4335
104346,4021
53511,9713
43143,3973
156097,2609
10558,9081
29703,10430
620,4342
38782,7421
182827,8122
56121,14472
76594,12091
74355,8389
57815,2079
620,17504
168763,7958
165979,92
47250,15832
21912,12052
164353,17207
78862,425
60530,12477
108028,9189
62970,4157
21912,12767
62482,15710
141042,12381
116168,10758
134046,12107
8970,2949
88743,6828
53896,12486
117799,16283
176251,13450
179940,12122
97771,4453
135479,13961
17315,5768
139785,9960
29703,7515
6606,6994
9449,9433
12508,6660
61239,10466
57822,4952
7108,12128
60840,7469
42865,2039
31493,253
127865,12182
78862,11624
31718,14354
105545,3323
132740,11102
32896,1834
79918,17819
164036,9604
126649,3126
42865,9938
152780,6900
133163,14401
91173,7567
168763,8447
97995,14069
123369,13653
48235,17950
126649,4288
158503,16168
156643,7398
146575,106
92217,10459
25558,12296
23127,11803
164084,15167
81597,17687
31718,4015
60840,1057
164353,3635
19436,16479
56963,10370
53896,8871
80045,7444
80233,4366
128164,17653
89934,6524
133183,16219
147815,5988
136269,13446
120851,3783
73011,14747
127865,694
58447,3945
146488,18093
91173,7534
77238,17853
135534,14123
150372,227
26808,16730
147893,10866
126649,16251
120935,16059
119522,7957
120851,659
27376,4936
37709,17960
37709,11192
68527,18068
97995,414
54770,1477
55003,5634
113974,2571
72731,13095
26085,12158
115988,5948
169581,7384
43143,16794
886,14101
118667,6641
102228,5756
23969,11723
121711,4915
128164,12799
72731,4436
29703,15377
143122,10926
44355,12338
12061,6143
168763,15878
128864,17694
64576,7378
121597,15167
151325,10338
119522,12692
146163,13533
56416,1786
91059,12828
146575,13607
53511,16432
85093,4768
117026,495
28058,2710
55003,6306
141303,8899
118203,15082
120851,1788
179940,16098
1083,4685
131279,9014
74153,8744
19436,1681
54802,13648
31493,13052
169321,14901
117026,5141
51159,5821
29703,12110
179600,13430
92860,12068
126649,8276
173996,6549
68195,16913
77238,17389
36777,10153
164353,8913
58447,5140
152780,6116
165979,1823
85089,6680
56449,8263
76594,9036
79645,15926
28058,11936
76594,133
181989,16566
127685,5318
145654,18136
181989,588
17315,14119
65424,15917
91059,5423
21004,13544
36777,14932
140540,1760
179940,11519
17302,4182
74355,8992
53896,15400
61180,11944
144825,12164
120935,3087
16896,18184
180767,17609
91059,9298
146163,16144
51110,3162
69552,2026
886,11573
74355,11805
60295,8791
181989,6362
144707,776
56963,17962
79963,14799
18087,6846
103240,11311
176054,8178
32896,14903
78862,2840
133163,12990
9449,13425
80045,3201
134046,15824
26085,17108
85089,13150
43143,14162
56449,4249
42369,13413
144825,18236
26808,11718
63684,6589
20033,10051
139448,13035
170564,14684
136269,6958
43143,10246
37709,11691
21912,3761
12061,7100
52695,3969
103240,4856
29458,9727
179567,5380
8970,2606
174610,6708
159403,4253
91059,16655
56963,349
78862,2389
89934,17055
37709,6057
120935,14934
28229,13450
75325,3365
173752,12771
69552,18216
54770,17255
56416,4413
43621,9548
56416,16993
135534,2641
125625,13869
178121,5714
50492,10509
104856,17152
123369,12876
58259,15344
144825,11409
55003,7253
116391,10862
88743,5495
116391,6462
177065,16490
105545,17807
174805,12947
5425,16987
17315,8896
173752,11617
174610,5273
119536,13340
178121,9312
4387,2626
15007,8811
16896,17100
17302,5582
69552,3148
173920,872
103240,1424
164084,1774
62970,15955
50492,12719
51159,14692
120935,16717
105545,14957
145654,367
174805,17166
134046,17600
170564,15261
168538,3510
7108,17052
118203,13311
85089,5656
59499,9728
4606,6380
17583,3779
160027,16452
79918,5357
31493,8001
182827,12866
52695,15643
94897,12187
150372,6978
117392,18098
71668,3980
92217,4223
118667,842
125625,12720
37709,2359
42369,7927
169321,5750
26085,18026
57815,1021
4606,7873
167414,5916
165885,2486
166151,7078
12508,8902
68527,8239
38782,12460
165885,13945
177065,15488
9995,17560
164680,1739
63684,9152
169581,8365
32723,5415
73011,248
620,6047
125625,10894
85089,1609
144707,16828
126095,869
61180,10689
53896,11849
7108,9140
96032,17935
